"sender","receiver","ligand","receptor","contrasts_active","n_contrasts","max_aupr_corrected","aupr_sender_ct"
"Fibroblasts","Myocytes","Fgfrl1","Plvap","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","Myocytes","Fgfrl1","Gpc4","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Myocytes","EndothelialCells","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Myocytes","EndothelialCells","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Myocytes","Fibroblasts","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","EndothelialCells","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","EndothelialCells","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","EndothelialCells","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Myocytes","Fibroblasts","Nppa","Npr3","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","EndothelialCells","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","Fibroblasts","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Myocytes","Fibroblasts","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Myocytes","Leukocytes","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Myocytes","Myocytes","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Myocytes","Myocytes","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","Fibroblasts","Nppa","Npr3","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nppa","Npr3","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","Fibroblasts","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","Leukocytes","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","Leukocytes","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"EndothelialCells","EndothelialCells","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","Myocytes","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"EndothelialCells","EndothelialCells","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","Myocytes","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Leukocytes","Myocytes","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","Myocytes","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nppa","Npr2","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"EndothelialCells","Leukocytes","Nppa","Npr1","age30m-age3m",1,-0.000963345210758628,"Fibroblasts"
"Fibroblasts","Fibroblasts","Comp","Itga5","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","EndothelialCells","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Fibroblasts","Comp","Itgav","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Leukocytes","Comp","Sdc1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Leukocytes","Comp","Itga5","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Leukocytes","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Leukocytes","Comp","Itgav","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","EndothelialCells","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Leukocytes","Comp","Itgb3","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Fibroblasts","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","EndothelialCells","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Fibroblasts","Comp","Sdc1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","EndothelialCells","Comp","Itga5","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","EndothelialCells","Comp","Itgav","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Fibroblasts","Comp","Itgb3","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Leukocytes","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Fibroblasts","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Fibroblasts","Comp","Itga2b","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Leukocytes","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Fibroblasts","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Fibroblasts","Comp","Itga5","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","EndothelialCells","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Fibroblasts","Comp","Itgav","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Leukocytes","Comp","Itgb3","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Myocytes","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Myocytes","Comp","Itga7","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Leukocytes","Comp","Sdc1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Myocytes","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Leukocytes","Comp","Itga5","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Leukocytes","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Leukocytes","Comp","Itgav","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Fibroblasts","Comp","Itga2b","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","EndothelialCells","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Fibroblasts","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","EndothelialCells","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Fibroblasts","Comp","Sdc1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","EndothelialCells","Comp","Itga5","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","EndothelialCells","Comp","Itgav","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Myocytes","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Leukocytes","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Fibroblasts","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Fibroblasts","Myocytes","Comp","Itga5","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Leukocytes","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Fibroblasts","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Myocytes","Comp","Cd36","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Myocytes","Comp","Cd47","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"Leukocytes","Myocytes","Comp","Itgb1","age30m-age3m",1,-0.000966973930059376,"EndocardialCells"
"EndothelialCells","Fibroblasts","Angpt2","Itga5","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","EndothelialCells","Angpt2","Tek","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Fibroblasts","Angpt2","Tek","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Leukocytes","Angpt2","Itga5","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","EndothelialCells","Angpt2","Tie1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Leukocytes","Angpt2","Tek","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Leukocytes","Angpt2","Tie1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","EndothelialCells","Angpt2","Itgb1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","EndothelialCells","Angpt2","Itga5","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Fibroblasts","Angpt2","Tie1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Leukocytes","Angpt2","Itgb1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Fibroblasts","Angpt2","Itgb1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Myocytes","Angpt2","Tie1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Myocytes","Angpt2","Itgb1","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"EndothelialCells","Myocytes","Angpt2","Itga5","age30m-age3m",1,-0.000969346597439269,"Fibroblasts"
"Leukocytes","Fibroblasts","Calm1","Pde1a","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calm1","Pde1a","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Leukocytes","EndothelialCells","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"EndothelialCells","EndothelialCells","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Leukocytes","Leukocytes","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"EndothelialCells","Leukocytes","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calm1","Pde1a","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Leukocytes","Fibroblasts","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Myocytes","Fibroblasts","Calm1","Pde1a","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Leukocytes","Myocytes","Calm1","Pde1c","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"EndothelialCells","Myocytes","Calm1","Pde1c","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Fibroblasts","EndothelialCells","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Myocytes","EndothelialCells","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Fibroblasts","Leukocytes","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Myocytes","Leukocytes","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Fibroblasts","Myocytes","Calm1","Pde1c","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Myocytes","Fibroblasts","Calm1","Mylk","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Myocytes","Myocytes","Calm1","Pde1c","age30m-age3m",1,-0.000970669262501544,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a6","Cd93","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Itgav","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Ddr2","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a6","Itga1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a6","Cd47","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a6","Itgav","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a6","Itgb1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a6","Cd93","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a6","Cd47","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Ddr1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a6","Itgav","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Itga11","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Cd47","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Itga1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Myocytes","Col4a6","Cd93","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Cd93","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a6","Itgb1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Myocytes","Col4a6","Cd47","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a6","Itgb1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Myocytes","Col4a6","Itgb1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"Fibroblasts","Myocytes","Col4a6","Ddr1","age30m-age3m",1,-0.000972468315106017,"Fibroblasts"
"EndothelialCells","EndothelialCells","Efnb2","Ephb4","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","EndothelialCells","Efnb2","Epha4","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","EndothelialCells","Efnb2","Pecam1","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Fibroblasts","Efnb2","Ephb3","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Fibroblasts","Efnb2","Tctn2","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Leukocytes","Efnb2","Ephb4","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Leukocytes","Efnb2","Pecam1","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Fibroblasts","Efnb2","Pecam1","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Leukocytes","Efnb2","AB124611","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","EndothelialCells","Efnb2","Ephb1","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Fibroblasts","Efnb2","Ephb4","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Leukocytes","Efnb2","Tctn2","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Fibroblasts","Efnb2","Ephb6","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Fibroblasts","Efnb2","Epha4","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Myocytes","Efnb2","Pecam1","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","Myocytes","Efnb2","Epha4","age30m-age3m",1,-0.000977515395990694,"EndothelialCells"
"EndothelialCells","EndothelialCells","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nrp1","Pdgfrb","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nrp1","Pdgfra","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","EndothelialCells","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","EndothelialCells","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Fibroblasts","Nrp1","Pdgfrb","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","EndothelialCells","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Fibroblasts","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Fibroblasts","Nrp1","Pdgfra","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","EndothelialCells","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Leukocytes","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Leukocytes","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","EndothelialCells","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","EndothelialCells","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nrp1","Pdgfrb","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Leukocytes","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nrp1","Pdgfra","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","EndothelialCells","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Leukocytes","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Fibroblasts","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","EndothelialCells","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Leukocytes","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Fibroblasts","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Leukocytes","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","EndothelialCells","Nrp1","Pdgfra","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Fibroblasts","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","EndothelialCells","Nrp1","Pdgfra","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"EndothelialCells","Myocytes","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","EndothelialCells","Nrp1","Pdgfra","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","EndothelialCells","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Fibroblasts","Nrp1","Pdgfrb","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Leukocytes","Myocytes","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Fibroblasts","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Fibroblasts","Nrp1","Pdgfra","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","EndothelialCells","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","EndothelialCells","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Myocytes","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Leukocytes","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Leukocytes","Nrp1","Plxna1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Fibroblasts","Nrp1","Kdr","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Fibroblasts","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Myocytes","Myocytes","Nrp1","Flt1","age30m-age3m",1,-0.000978566848761008,"Fibroblasts"
"Fibroblasts","Fibroblasts","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"Fibroblasts","Leukocytes","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"Fibroblasts","EndothelialCells","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"Myocytes","Fibroblasts","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"Myocytes","Leukocytes","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"Myocytes","EndothelialCells","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"Fibroblasts","Myocytes","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"Myocytes","Myocytes","Ahsg","Insr","age30m-age3m",1,-0.000978752575259562,"Fibroblasts"
"EndothelialCells","Fibroblasts","Pecam1","Itgav","age30m-age3m",1,-0.000982146403807052,"Fibroblasts"
"EndothelialCells","EndothelialCells","Pecam1","Pecam1","age30m-age3m",1,-0.000982146403807052,"Fibroblasts"
"EndothelialCells","Leukocytes","Pecam1","Cd38","age30m-age3m",1,-0.000982146403807052,"Fibroblasts"
"Leukocytes","Fibroblasts","Pecam1","Itgav","age30m-age3m",1,-0.000982146403807052,"Fibroblasts"
"EndothelialCells","Leukocytes","Pecam1","Itgav","age30m-age3m",1,-0.000982146403807052,"Fibroblasts"
"Fibroblasts","Fibroblasts","Pecam1","Itgav","age30m-age3m",1,-0.000982146403807052,"Fibroblasts"
